,O,D,flow,O_id,D_id
1075,3.6081E+11,3.6081E+11,839,4740,4740
1076,3.6005E+11,3.6005E+11,838,236,236
1077,3.6005E+11,3.6005E+11,838,554,554
1078,3.6061E+11,3.6061E+11,837,3739,3727
1079,3.6047E+11,3.6047E+11,837,1188,1225
1080,3.60471E+11,3.60471E+11,836,2636,2636
1081,3.6061E+11,3.6061E+11,836,3727,3696
1082,3.6085E+11,3.6085E+11,836,6355,6355
1083,3.60811E+11,3.60811E+11,836,5462,5462
1084,3.6047E+11,3.6047E+11,836,1197,1198
1085,3.60811E+11,3.60811E+11,836,5841,5841
1086,3.60471E+11,3.60471E+11,836,2580,2580
1087,3.60471E+11,3.60471E+11,836,2775,2775
1088,3.6047E+11,3.6047E+11,836,2051,2051
1089,3.60811E+11,3.60811E+11,835,5585,5585
1090,3.60471E+11,3.60471E+11,835,2778,2770
1091,3.6085E+11,3.6085E+11,835,6312,6312
1092,3.6085E+11,3.6085E+11,835,6548,6548
1093,3.6061E+11,3.6061E+11,835,3311,3324
1094,3.6061E+11,3.6061E+11,834,3862,3893
1095,3.6081E+11,3.6081E+11,834,5052,5052
1096,3.6047E+11,3.6047E+11,834,1497,1497
1097,3.60811E+11,3.60811E+11,833,5682,5682
1098,3.6061E+11,3.6061E+11,833,4466,4466
1099,3.6081E+11,3.6081E+11,833,5219,5219
1100,3.6085E+11,3.6085E+11,833,6495,6495
1101,3.6085E+11,3.6085E+11,832,6543,6535
1102,3.6085E+11,3.6085E+11,832,6535,6543
1103,3.6061E+11,3.6061E+11,832,3662,3671
1104,3.60811E+11,3.60811E+11,832,5556,5556
1105,3.60811E+11,3.60811E+11,831,5815,5815
1106,3.6061E+11,3.6061E+11,830,3409,3397
1107,3.6085E+11,3.6085E+11,830,6373,6364
1108,3.60811E+11,3.60811E+11,830,5598,5598
1109,3.6061E+11,3.6061E+11,830,4325,4355
1110,3.6061E+11,3.6061E+11,830,3420,3421
1111,3.6061E+11,3.6061E+11,830,3762,3762
1112,3.6085E+11,3.6085E+11,829,6333,6333
1113,3.6081E+11,3.6081E+11,829,4768,4768
1114,3.60471E+11,3.60471E+11,828,3126,3126
1115,3.6085E+11,3.6085E+11,827,6579,6579
1116,3.6005E+11,3.6005E+11,826,88,119
1117,3.6047E+11,3.6047E+11,825,2255,2255
1118,3.60471E+11,3.60471E+11,825,3219,3219
1119,3.6081E+11,3.6081E+11,825,5301,5301
1120,3.6061E+11,3.6061E+11,824,3731,3733
1121,3.6081E+11,3.6081E+11,824,5038,5038
1122,3.6081E+11,3.6081E+11,824,4877,4877
1123,3.6081E+11,3.6081E+11,824,4876,4876
1124,3.6061E+11,3.6061E+11,823,4024,4024
1125,3.60811E+11,3.60811E+11,823,5921,5921
1126,3.6081E+11,3.6081E+11,822,4889,4889
1127,3.6047E+11,3.6047E+11,822,2068,2068
1128,3.6005E+11,3.6005E+11,821,119,120
1129,3.6061E+11,3.6061E+11,819,3807,3807
1130,3.60811E+11,3.60811E+11,819,5999,5999
1131,3.6061E+11,3.6061E+11,818,3945,3945
1132,3.6047E+11,3.6047E+11,818,2113,2113
1133,3.6047E+11,3.6047E+11,817,1439,1439
1134,3.6047E+11,3.6047E+11,817,1346,1346
1135,3.6081E+11,3.6081E+11,817,5260,5260
1136,3.60811E+11,3.60811E+11,817,6142,6142
1137,3.6081E+11,3.6081E+11,816,5204,5204
1138,3.6005E+11,3.6005E+11,814,536,536
1139,3.6085E+11,3.6085E+11,814,6278,6278
1140,3.6047E+11,3.6047E+11,813,2391,2391
1141,3.6061E+11,3.6061E+11,813,3732,3732
1142,3.6081E+11,3.6081E+11,812,4646,4646
1143,3.6061E+11,3.6061E+11,812,3598,3619
1144,3.6047E+11,3.6047E+11,812,1199,1199
1145,3.6081E+11,3.6081E+11,812,5208,5209
1146,3.6085E+11,3.6085E+11,811,6545,6545
1147,3.6081E+11,3.60811E+11,811,5035,5645
1148,3.60471E+11,3.60471E+11,811,3263,3263
1149,3.6085E+11,3.6085E+11,811,6567,6567
1150,3.60471E+11,3.60471E+11,810,2543,2543
1151,3.6081E+11,3.6081E+11,810,4864,4864
1152,3.60471E+11,3.60471E+11,810,2679,2679
1153,3.6085E+11,3.6085E+11,808,6364,6344
1154,3.6047E+11,3.6047E+11,807,2074,2074
1155,3.6061E+11,3.6061E+11,806,3323,3324
1156,3.6061E+11,3.6061E+11,806,3451,3461
1157,3.6061E+11,3.6061E+11,806,3905,3905
1158,3.6061E+11,3.6061E+11,806,3893,4034
1159,3.6005E+11,3.6005E+11,805,120,121
1160,3.6061E+11,3.6061E+11,805,3688,3689
1161,3.6061E+11,3.6061E+11,805,3779,3756
1162,3.6085E+11,3.6085E+11,804,6284,6284
1163,3.6061E+11,3.6061E+11,803,3480,3479
1164,3.6061E+11,3.6061E+11,803,3461,3451
1165,3.6061E+11,3.6061E+11,803,3398,3326
1166,3.60811E+11,3.60811E+11,802,5328,5328
1167,3.6047E+11,3.6047E+11,801,2019,2019
1168,3.6061E+11,3.6061E+11,800,4034,3893
1169,3.60812E+11,3.60812E+11,800,6194,6194
1170,3.6085E+11,3.6085E+11,799,6349,6349
1171,3.60471E+11,3.60471E+11,799,2692,2692
1172,3.6047E+11,3.6047E+11,797,1220,1216
1173,3.6061E+11,3.6061E+11,797,3507,3507
1174,3.6061E+11,3.6061E+11,797,3323,4486
1175,3.6005E+11,3.6005E+11,796,225,225
1176,3.60471E+11,3.60471E+11,796,3083,3083
1177,3.6081E+11,3.6081E+11,796,5135,4868
1178,3.60811E+11,3.60811E+11,795,5849,5849
1179,3.60811E+11,3.60811E+11,795,5648,5651
1180,3.6061E+11,3.6061E+11,795,3782,3780
1181,3.6061E+11,3.6061E+11,795,3398,3331
1182,3.6047E+11,3.6047E+11,795,1192,1167
1183,3.6061E+11,3.6061E+11,795,3493,3493
1184,3.60471E+11,3.60471E+11,794,2641,2641
1185,3.6047E+11,3.6047E+11,794,2039,2039
1186,3.6047E+11,3.6047E+11,794,1198,1197
1187,3.60811E+11,3.60811E+11,793,5833,5833
1188,3.6047E+11,3.6047E+11,793,2231,2231
1189,3.60471E+11,3.60471E+11,793,2639,2639
1190,3.6085E+11,3.6085E+11,792,6252,6252
1191,3.6061E+11,3.6061E+11,791,3727,3739
1192,3.60471E+11,3.60471E+11,791,2675,2675
1193,3.6081E+11,3.6081E+11,791,4540,4540
1194,3.6061E+11,3.6061E+11,791,3384,3384
1195,3.6085E+11,3.6085E+11,791,6308,6308
1196,3.6081E+11,3.6081E+11,790,5134,5135
1197,3.60811E+11,3.60811E+11,789,5581,5581
1198,3.6061E+11,3.6061E+11,788,3760,3760
1199,3.60471E+11,3.60471E+11,788,2568,2568
1200,3.6061E+11,3.6061E+11,788,3585,3696
1201,3.6061E+11,3.6061E+11,786,3619,3598
1202,3.6061E+11,3.6061E+11,785,3416,3416
1203,3.6061E+11,3.6061E+11,785,3351,3351
1204,3.6061E+11,3.6061E+11,785,3324,3323
1205,3.6061E+11,3.6061E+11,785,3946,3946
1206,3.60811E+11,3.60811E+11,784,5555,5555
1207,3.6061E+11,3.6061E+11,784,3463,3471
1208,3.60471E+11,3.60471E+11,784,2788,2788
1209,3.6061E+11,3.6061E+11,784,4325,4325
1210,3.6081E+11,3.6081E+11,784,5133,5133
1211,3.6085E+11,3.6085E+11,784,6329,6329
1212,3.6061E+11,3.6061E+11,784,3584,3585
1213,3.6081E+11,3.6081E+11,784,4634,4634
1214,3.60471E+11,3.60471E+11,783,2445,2445
1215,3.6005E+11,3.6005E+11,782,701,701
1216,3.6061E+11,3.6061E+11,782,4463,4463
1217,3.6047E+11,3.6047E+11,781,2143,2143
1218,3.6061E+11,3.6061E+11,781,3348,3348
1219,3.60471E+11,3.60471E+11,780,2664,2664
1220,3.6085E+11,3.6085E+11,780,6448,6448
1221,3.6005E+11,3.6005E+11,780,555,555
1222,3.6061E+11,3.6061E+11,778,4351,4169
1223,3.60811E+11,3.60811E+11,777,5694,5694
1224,3.60811E+11,3.60811E+11,777,6037,6037
1225,3.6005E+11,3.6005E+11,777,127,127
1226,3.60811E+11,3.60811E+11,776,6174,6174
1227,3.60811E+11,3.60811E+11,776,5818,5818
1228,3.6047E+11,3.6047E+11,776,2318,2318
1229,3.6085E+11,3.6085E+11,776,6562,6562
1230,3.6047E+11,3.6047E+11,776,1989,1989
1231,3.6047E+11,3.6047E+11,776,1774,1774
1232,3.60471E+11,3.60471E+11,775,3149,3149
1233,3.6047E+11,3.6047E+11,775,1202,1202
1234,3.60471E+11,3.60471E+11,775,2663,2663
1235,3.6081E+11,3.6081E+11,775,4656,4656
1236,3.6047E+11,3.6047E+11,774,1592,1592
1237,3.6061E+11,3.6061E+11,774,3496,3490
1238,3.6081E+11,3.6081E+11,773,4765,4765
1239,3.6081E+11,3.6081E+11,773,4492,4502
1240,3.6005E+11,3.6005E+11,771,121,120
1241,3.6081E+11,3.6081E+11,771,4544,4544
1242,3.6085E+11,3.6085E+11,771,6524,6524
1243,3.60471E+11,3.60471E+11,771,2683,2683
1244,3.60471E+11,3.60471E+11,771,2861,2861
1245,3.6061E+11,3.6061E+11,770,3756,3779
1246,3.6047E+11,3.6047E+11,770,1793,1793
1247,3.6061E+11,3.6061E+11,769,3585,3584
1248,3.6081E+11,3.6081E+11,768,5259,5259
1249,3.6047E+11,3.6047E+11,767,1446,1446
1250,3.6047E+11,3.6047E+11,767,1562,1562
1251,3.60811E+11,3.60811E+11,767,6074,6074
1252,3.6061E+11,3.6061E+11,766,3814,3779
1253,3.6061E+11,3.6061E+11,766,3674,3674
1254,3.6081E+11,3.6081E+11,765,5126,5126
1255,3.6061E+11,3.6061E+11,765,3331,3332
1256,3.6005E+11,3.6005E+11,765,284,284
1257,3.6085E+11,3.6085E+11,765,6300,6300
1258,3.6005E+11,3.6005E+11,765,169,169
1259,3.6005E+11,3.6005E+11,764,391,121
1260,3.60811E+11,3.60811E+11,764,6144,6144
1261,3.6081E+11,3.6081E+11,764,5192,5192
1262,3.6085E+11,3.6085E+11,763,6418,6418
1263,3.6061E+11,3.6061E+11,763,3494,3494
1264,3.6085E+11,3.6085E+11,762,6554,6554
1265,3.6085E+11,3.6085E+11,762,6565,6555
1266,3.6081E+11,3.6081E+11,761,4541,4541
1267,3.6005E+11,3.6005E+11,761,486,486
1268,3.6085E+11,3.6085E+11,761,6492,6492
1269,3.6085E+11,3.6085E+11,760,6394,6394
1270,3.6085E+11,3.6085E+11,760,6570,6571
1271,3.6081E+11,3.6081E+11,759,4676,4676
1272,3.6081E+11,3.6081E+11,759,4969,4969
1273,3.60811E+11,3.60811E+11,758,5919,5919
1274,3.6047E+11,3.6047E+11,758,1772,1772
1275,3.60471E+11,3.60471E+11,758,2716,2716
1276,3.6081E+11,3.6081E+11,758,5093,5093
1277,3.6061E+11,3.6061E+11,757,3620,3621
1278,3.6047E+11,3.6047E+11,757,1216,1220
1279,3.6081E+11,3.6081E+11,757,4808,4808
1280,3.60811E+11,3.60811E+11,757,5855,5855
1281,3.60811E+11,3.60811E+11,757,5777,5645
1282,3.6061E+11,3.6061E+11,757,3734,3740
1283,3.60471E+11,3.60471E+11,757,2840,2840
1284,3.6047E+11,3.6047E+11,757,2376,2376
1285,3.6061E+11,3.6061E+11,756,3696,3674
1286,3.6085E+11,3.6085E+11,756,6427,6427
1287,3.6047E+11,3.6047E+11,756,2119,2119
1288,3.6061E+11,3.6061E+11,756,4331,4331
1289,3.6005E+11,3.6005E+11,756,1122,1122
1290,3.6081E+11,3.6081E+11,755,5239,5239
1291,3.6081E+11,3.6081E+11,755,5272,5272
1292,3.6081E+11,3.6081E+11,755,5310,5310
1293,3.6061E+11,3.6061E+11,754,3737,3737
1294,3.6047E+11,3.6047E+11,754,1883,1883
1295,3.6085E+11,3.6085E+11,754,6363,6363
1296,3.6061E+11,3.6061E+11,754,3733,3733
1297,3.6061E+11,3.6061E+11,754,3620,3675
1298,3.6081E+11,3.6081E+11,753,5191,5191
1299,3.6085E+11,3.6085E+11,752,6426,6401
1300,3.6047E+11,3.6047E+11,752,1260,1260
1301,3.60811E+11,3.60811E+11,751,6012,6012
1302,3.6085E+11,3.6085E+11,751,6388,6358
1303,3.60811E+11,3.60811E+11,750,5364,5364
1304,3.6047E+11,3.6047E+11,750,1516,1516
1305,3.6005E+11,3.6005E+11,750,315,315
1306,3.6047E+11,3.6047E+11,750,1216,1188
1307,3.6047E+11,3.6047E+11,750,2295,2295
1308,3.60471E+11,3.60471E+11,749,2712,2712
1309,3.6085E+11,3.6085E+11,749,6249,6250
1310,3.60811E+11,3.60811E+11,748,5858,5858
1311,3.60471E+11,3.60471E+11,748,3121,3121
1312,3.6081E+11,3.6081E+11,747,4643,4643
1313,3.6061E+11,3.6061E+11,747,4221,4221
1314,3.6047E+11,3.6047E+11,746,1840,1840
1315,3.6061E+11,3.6061E+11,746,3299,3299
1316,3.60811E+11,3.60811E+11,746,5718,5718
1317,3.6081E+11,3.6081E+11,745,4706,4706
1318,3.6047E+11,3.6047E+11,745,1783,1783
1319,3.6081E+11,3.6081E+11,744,4903,4903
1320,3.6081E+11,3.6081E+11,744,5023,5023
1321,3.6081E+11,3.6081E+11,744,4773,4773
1322,3.6081E+11,3.6081E+11,744,5298,5298
1323,3.60471E+11,3.60471E+11,743,2834,2834
1324,3.60811E+11,3.60811E+11,742,5618,5618
1325,3.60811E+11,3.60811E+11,742,6090,6090
1326,3.60472E+11,3.60472E+11,742,3275,3275
1327,3.6085E+11,3.6085E+11,741,6459,6459
1328,3.6081E+11,3.6081E+11,741,4649,4649
1329,3.6081E+11,3.6081E+11,741,5001,5001
1330,3.6085E+11,3.6085E+11,741,6584,6584
1331,3.6081E+11,3.6081E+11,740,5285,5285
1332,3.6081E+11,3.6081E+11,740,4751,4751
1333,3.6061E+11,3.6061E+11,740,3636,3661
1334,3.6081E+11,3.6081E+11,740,5162,5162
1335,3.6005E+11,3.6005E+11,740,67,67
1336,3.6061E+11,3.6061E+11,739,3334,3326
1337,3.6061E+11,3.6061E+11,739,3733,3732
1338,3.6085E+11,3.6085E+11,739,6497,6497
1339,3.6061E+11,3.6061E+11,738,3845,3845
1340,3.60811E+11,3.60811E+11,737,5540,5540
1341,3.6061E+11,3.6061E+11,737,3615,3620
1342,3.6061E+11,3.6061E+11,737,3893,3862
1343,3.6047E+11,3.6047E+11,737,2275,2275
1344,3.60471E+11,3.60471E+11,736,2657,2687
1345,3.6061E+11,3.6061E+11,736,3326,3334
1346,3.6061E+11,3.6061E+11,736,3696,3699
1347,3.60471E+11,3.60471E+11,735,3113,3113
1348,3.60811E+11,3.60811E+11,735,5727,5725
1349,3.6081E+11,3.6081E+11,735,5055,5055
1350,3.60471E+11,3.60471E+11,734,3028,3028
1351,3.60811E+11,3.60811E+11,734,5826,5826
1352,3.6047E+11,3.6047E+11,734,1269,1269
1353,3.60811E+11,3.60811E+11,733,5808,5807
1354,3.6081E+11,3.6081E+11,733,4764,4764
1355,3.6081E+11,3.6081E+11,732,4772,4772
1356,3.6081E+11,3.6081E+11,732,5251,5251
1357,3.60811E+11,3.60811E+11,732,5856,5856
1358,3.6047E+11,3.6047E+11,732,2237,2237
1359,3.6061E+11,3.6061E+11,731,3738,3738
1360,3.6081E+11,3.6081E+11,731,4617,4617
1361,3.6047E+11,3.6047E+11,731,1188,1216
1362,3.6081E+11,3.6081E+11,731,5291,5291
1363,3.60811E+11,3.60811E+11,730,6000,6000
1364,3.6005E+11,3.6005E+11,729,417,417
1365,3.6081E+11,3.6081E+11,729,5073,5098
1366,3.6061E+11,3.6061E+11,729,3907,3907
1367,3.6081E+11,3.6081E+11,728,5021,5021
1368,3.6005E+11,3.6005E+11,728,690,690
1369,3.6061E+11,3.6061E+11,728,3420,3420
1370,3.60811E+11,3.60811E+11,728,5945,5945
1371,3.60471E+11,3.60471E+11,727,3136,3136
1372,3.6081E+11,3.6081E+11,726,5230,5230
1373,3.60811E+11,3.60811E+11,726,5767,5767
1374,3.60811E+11,3.60811E+11,726,5832,5832
1375,3.6047E+11,3.6047E+11,726,1732,1732
1376,3.6085E+11,3.6085E+11,726,6408,6409
1377,3.6085E+11,3.6085E+11,726,6323,6323
1378,3.6081E+11,3.6081E+11,726,4883,4874
1379,3.6061E+11,3.6061E+11,725,3397,3398
1380,3.6081E+11,3.6081E+11,724,5263,5263
1381,3.6061E+11,3.6061E+11,724,3736,3736
1382,3.6081E+11,3.60811E+11,724,5135,5645
1383,3.6005E+11,3.6005E+11,723,1134,1134
1384,3.6005E+11,3.6005E+11,723,275,275
1385,3.6061E+11,3.6061E+11,722,3953,3953
1386,3.6085E+11,3.6085E+11,722,6386,6386
1387,3.6085E+11,3.6085E+11,722,6429,6429
1388,3.6061E+11,3.6061E+11,722,3734,3761
1389,3.6005E+11,3.6005E+11,722,664,664
1390,3.60811E+11,3.60811E+11,721,5992,5992
1391,3.6047E+11,3.6047E+11,721,2033,2033
1392,3.6085E+11,3.6085E+11,720,6556,6556
1393,3.6047E+11,3.6047E+11,719,1225,1216
1394,3.6081E+11,3.6081E+11,719,4955,4955
1395,3.60471E+11,3.60471E+11,719,2674,2674
1396,3.6061E+11,3.6061E+11,719,4371,4379
1397,3.6081E+11,3.6081E+11,719,4675,4675
1398,3.60471E+11,3.60471E+11,719,2955,2955
1399,3.60471E+11,3.60471E+11,719,2428,2428
1400,3.6081E+11,3.6081E+11,719,5245,5245
1401,3.6085E+11,3.6085E+11,718,6398,6398
1402,3.60471E+11,3.60471E+11,718,3072,3072
1403,3.60471E+11,3.60471E+11,718,3119,3119
1404,3.6047E+11,3.6047E+11,717,1225,1188
1405,3.6081E+11,3.6081E+11,717,4521,4522
1406,3.6061E+11,3.6061E+11,717,3740,3729
1407,3.6061E+11,3.6061E+11,717,3696,3585
1408,3.6081E+11,3.6081E+11,716,4822,4822
1409,3.60811E+11,3.60811E+11,716,5886,5886
1410,3.6047E+11,3.6047E+11,716,1574,1574
1411,3.60811E+11,3.60811E+11,715,5978,5978
1412,3.6081E+11,3.6081E+11,714,5119,5119
1413,3.6081E+11,3.60811E+11,714,5135,5810
1414,3.60811E+11,3.60811E+11,714,5398,5398
1415,3.6061E+11,3.6061E+11,713,4395,4395
1416,3.60471E+11,3.60471E+11,712,2647,2647
1417,3.6085E+11,3.6085E+11,712,6377,6377
1418,3.60471E+11,3.60471E+11,712,2672,2672
1419,3.6061E+11,3.6061E+11,712,3479,3507
1420,3.6061E+11,3.6061E+11,711,3726,3710
1421,3.60471E+11,3.60471E+11,711,2689,2685
1422,3.6005E+11,3.6005E+11,710,456,456
1423,3.6081E+11,3.6081E+11,710,5234,5234
1424,3.6061E+11,3.6061E+11,710,3331,3326
1425,3.6047E+11,3.6047E+11,710,1406,1406
1426,3.6081E+11,3.6081E+11,709,4925,4925
1427,3.6061E+11,3.6061E+11,709,3701,3671
1428,3.6081E+11,3.6081E+11,708,5097,5097
1429,3.6085E+11,3.6085E+11,708,6553,6553
1430,3.6081E+11,3.6081E+11,708,4831,4831
1431,3.6061E+11,3.6061E+11,707,4486,3323
1432,3.6081E+11,3.6081E+11,706,4977,4977
1433,3.6005E+11,3.6005E+11,706,816,816
1434,3.60471E+11,3.60471E+11,706,2705,2705
1435,3.60811E+11,3.60811E+11,704,5825,5825
1436,3.6005E+11,3.6005E+11,704,1053,1053
1437,3.6085E+11,3.6085E+11,704,6428,6428
1438,3.60471E+11,3.60471E+11,704,3092,3092
1439,3.6081E+11,3.6081E+11,704,4949,4954
1440,3.6061E+11,3.6061E+11,704,3727,3734
1441,3.60811E+11,3.60811E+11,703,5632,5632
1442,3.60471E+11,3.60471E+11,703,2556,2556
1443,3.60811E+11,3.60811E+11,703,5528,5528
1444,3.6061E+11,3.6061E+11,702,3564,3564
1445,3.6061E+11,3.6061E+11,702,4189,4192
1446,3.60811E+11,3.60811E+11,702,6137,6137
1447,3.6081E+11,3.6081E+11,701,5029,5029
1448,3.6081E+11,3.6081E+11,701,4851,4853
1449,3.60811E+11,3.60811E+11,701,5726,5726
1450,3.6085E+11,3.6085E+11,701,6271,6271
1451,3.6081E+11,3.6081E+11,700,4703,4703
1452,3.60811E+11,3.60811E+11,700,6188,6188
1453,3.6047E+11,3.6047E+11,700,1207,1207
1454,3.60471E+11,3.60471E+11,700,3079,3079
1455,3.6005E+11,3.6005E+11,699,1092,1092
1456,3.6081E+11,3.6081E+11,699,5076,5076
1457,3.6061E+11,3.6061E+11,699,3723,3723
1458,3.6081E+11,3.6081E+11,699,5098,5098
1459,3.60811E+11,3.60811E+11,698,5599,5600
1460,3.60471E+11,3.60471E+11,698,2539,2539
1461,3.6047E+11,3.6047E+11,698,2277,2277
1462,3.60471E+11,3.60471E+11,697,2696,2696
1463,3.6061E+11,3.6061E+11,697,3406,3407
1464,3.6081E+11,3.6081E+11,697,5022,5022
1465,3.60811E+11,3.60811E+11,697,5557,5557
1466,3.6081E+11,3.6081E+11,696,4660,4660
1467,3.6061E+11,3.6061E+11,696,4464,4464
1468,3.6061E+11,3.6061E+11,695,3671,3662
1469,3.6047E+11,3.6047E+11,695,1163,1163
1470,3.60811E+11,3.60811E+11,694,5416,5416
1471,3.60811E+11,3.60811E+11,694,5651,5648
1472,3.6085E+11,3.6085E+11,693,6481,6481
1473,3.6047E+11,3.6047E+11,693,1818,1818
1474,3.6061E+11,3.6061E+11,693,3731,3730
1475,3.6061E+11,3.6061E+11,693,3407,3429
1476,3.6005E+11,3.6005E+11,693,571,571
1477,3.60472E+11,3.60472E+11,693,3276,3276
1478,3.60471E+11,3.60471E+11,692,2573,2573
1479,3.6047E+11,3.6047E+11,692,1429,1220
1480,3.6061E+11,3.6061E+11,692,3662,3615
1481,3.60471E+11,3.60471E+11,692,2766,2766
1482,3.6085E+11,3.6085E+11,691,6397,6397
1483,3.6081E+11,3.6081E+11,690,5252,5252
1484,3.60811E+11,3.60811E+11,690,5741,5741
1485,3.6081E+11,3.6081E+11,690,5303,5303
1486,3.6081E+11,3.6081E+11,690,5215,5215
1487,3.60811E+11,3.60811E+11,689,5981,5981
1488,3.6005E+11,3.6005E+11,688,199,199
1489,3.60471E+11,3.60471E+11,688,2734,2734
1490,3.6047E+11,3.6047E+11,687,1167,1192
1491,3.6085E+11,3.6085E+11,687,6294,6294
1492,3.6081E+11,3.6081E+11,687,5032,5032
1493,3.6085E+11,3.6085E+11,687,6314,6310
1494,3.60811E+11,3.60811E+11,687,5610,5610
1495,3.6047E+11,3.6047E+11,687,2263,2263
1496,3.6047E+11,3.6047E+11,687,2051,2044
1497,3.6085E+11,3.6085E+11,687,6516,6516
1498,3.60471E+11,3.60471E+11,686,2687,2657
1499,3.6005E+11,3.6005E+11,686,506,506
1500,3.6081E+11,3.6081E+11,685,4567,4567
1501,3.6081E+11,3.6081E+11,685,5128,5128
1502,3.6005E+11,3.6005E+11,685,121,391
1503,3.60811E+11,3.60811E+11,685,6078,6078
1504,3.6061E+11,3.6061E+11,684,3296,3296
1505,3.6085E+11,3.6085E+11,684,6519,6518
1506,3.60811E+11,3.60811E+11,684,5885,5884
1507,3.6085E+11,3.6085E+11,683,6446,6408
1508,3.60811E+11,3.60811E+11,683,5319,5319
1509,3.60811E+11,3.60811E+11,681,5995,5995
1510,3.60811E+11,3.60811E+11,681,6127,6127
1511,3.60471E+11,3.60471E+11,681,3086,3086
1512,3.60471E+11,3.60471E+11,680,3266,3266
1513,3.6061E+11,3.6061E+11,680,3461,3471
1514,3.60471E+11,3.60471E+11,680,2625,2625
1515,3.60811E+11,3.60811E+11,680,5752,5752
1516,3.6061E+11,3.6061E+11,679,3689,3688
1517,3.6047E+11,3.6047E+11,679,1186,1188
1518,3.60811E+11,3.6081E+11,679,5599,5266
1519,3.60811E+11,3.60811E+11,679,6004,6004
1520,3.60471E+11,3.60471E+11,678,3114,3114
1521,3.6047E+11,3.6047E+11,678,2342,2342
1522,3.6081E+11,3.6081E+11,676,5177,5177
1523,3.6061E+11,3.6061E+11,676,3678,3678
1524,3.60811E+11,3.60811E+11,676,5975,5975
1525,3.6047E+11,3.6047E+11,675,1624,1624
1526,3.60811E+11,3.60811E+11,675,5823,5885
1527,3.6081E+11,3.6081E+11,674,4852,4852
1528,3.60811E+11,3.60811E+11,674,6031,6031
1529,3.60811E+11,3.60811E+11,674,6089,6089
1530,3.6085E+11,3.6085E+11,674,6299,6299
1531,3.6081E+11,3.6081E+11,673,4911,4911
1532,3.60471E+11,3.60471E+11,673,2773,2770
1533,3.6061E+11,3.6061E+11,673,3382,3382
1534,3.6081E+11,3.6081E+11,672,4899,4899
1535,3.6061E+11,3.6061E+11,672,3407,3421
1536,3.6085E+11,3.6085E+11,672,6436,6437
1537,3.60811E+11,3.60811E+11,671,5548,5548
1538,3.6061E+11,3.6061E+11,671,4326,4326
1539,3.6061E+11,3.6061E+11,671,3320,3330
1540,3.6047E+11,3.6047E+11,671,1535,1535
1541,3.6061E+11,3.6061E+11,670,3333,3332
1542,3.6061E+11,3.6061E+11,670,3755,3720
1543,3.6081E+11,3.6081E+11,670,4664,4664
1544,3.60471E+11,3.60471E+11,669,2579,2579
1545,3.6085E+11,3.6085E+11,669,6358,6388
1546,3.6081E+11,3.60811E+11,669,5135,5689
1547,3.6085E+11,3.6085E+11,669,6250,6249
1548,3.6047E+11,3.6047E+11,669,1749,1749
1549,3.6061E+11,3.6061E+11,669,3697,3701
1550,3.6061E+11,3.6061E+11,669,3718,3718
1551,3.6005E+11,3.6005E+11,668,8,8
1552,3.6005E+11,3.6005E+11,668,789,789
1553,3.6005E+11,3.6005E+11,668,143,143
1554,3.6061E+11,3.6061E+11,668,3893,3908
1555,3.60811E+11,3.60811E+11,668,5877,5877
1556,3.6085E+11,3.6085E+11,667,6364,6373
1557,3.6081E+11,3.6081E+11,667,5117,5117
1558,3.60811E+11,3.60811E+11,667,5642,5642
1559,3.6005E+11,3.6005E+11,667,418,409
1560,3.6061E+11,3.6061E+11,667,3618,3618
1561,3.60811E+11,3.60811E+11,666,5780,5780
1562,3.6047E+11,3.6047E+11,666,1826,1826
1563,3.6061E+11,3.6061E+11,666,3710,3726
1564,3.6081E+11,3.6081E+11,665,5268,5266
1565,3.6061E+11,3.6061E+11,665,3926,3926
1566,3.60811E+11,3.60811E+11,664,5645,5727
1567,3.60811E+11,3.60811E+11,664,5970,5970
1568,3.6047E+11,3.6047E+11,664,2153,2153
1569,3.6081E+11,3.6081E+11,664,4834,4851
1570,3.6047E+11,3.6047E+11,664,1371,1371
1571,3.6085E+11,3.6085E+11,664,6474,6474
1572,3.6047E+11,3.6047E+11,664,1786,1786
1573,3.60811E+11,3.60811E+11,664,5680,5680
1574,3.6081E+11,3.6081E+11,663,4708,4708
1575,3.6081E+11,3.6081E+11,663,5185,5185
1576,3.6085E+11,3.6085E+11,663,6343,6343
1577,3.60471E+11,3.60471E+11,663,2789,2789
1578,3.6047E+11,3.6047E+11,663,1556,1556
1579,3.60471E+11,3.60471E+11,662,3224,3224
1580,3.6047E+11,3.6047E+11,661,2080,2080
1581,3.60811E+11,3.60811E+11,661,5511,5511
1582,3.6047E+11,3.6047E+11,660,1775,1775
1583,3.60471E+11,3.60471E+11,660,2542,2542
1584,3.6081E+11,3.6081E+11,660,5132,5132
1585,3.6047E+11,3.6047E+11,659,2057,2057
1586,3.60811E+11,3.60811E+11,659,6123,6123
1587,3.6081E+11,3.6081E+11,659,4807,4796
1588,3.6061E+11,3.6061E+11,658,3325,3325
1589,3.6047E+11,3.6047E+11,658,1872,1872
1590,3.6061E+11,3.6061E+11,658,3701,3697
1591,3.6005E+11,3.6005E+11,658,90,90
1592,3.6047E+11,3.6047E+11,658,1934,1934
1593,3.6081E+11,3.6081E+11,658,5273,5273
1594,3.60811E+11,3.60811E+11,658,5915,5915
