,O,D,flow,O_id,D_id
547,3.60811E+11,3.60811E+11,1251,6180,6180
548,3.60811E+11,3.60811E+11,1249,6140,6140
549,3.6081E+11,3.6081E+11,1249,5218,5218
550,3.6085E+11,3.6085E+11,1246,6375,6375
551,3.60471E+11,3.60471E+11,1246,2620,2620
552,3.6085E+11,3.6085E+11,1246,6251,6251
553,3.6047E+11,3.6047E+11,1244,1541,1541
554,3.6085E+11,3.6085E+11,1243,6431,6431
555,3.6085E+11,3.6085E+11,1242,6549,6549
556,3.6061E+11,3.6061E+11,1241,3780,3779
557,3.6047E+11,3.6047E+11,1240,1429,1429
558,3.6081E+11,3.6081E+11,1240,4871,4871
559,3.60811E+11,3.60811E+11,1238,5666,5666
560,3.6061E+11,3.6061E+11,1237,3326,4479
561,3.60811E+11,3.60811E+11,1234,5809,5810
562,3.6081E+11,3.6081E+11,1230,4774,4774
563,3.6085E+11,3.6085E+11,1226,6577,6577
564,3.6061E+11,3.6061E+11,1225,3310,3310
565,3.6047E+11,3.6047E+11,1225,1554,1554
566,3.6061E+11,3.6061E+11,1224,3701,3779
567,3.60471E+11,3.60471E+11,1218,3122,3122
568,3.60471E+11,3.60471E+11,1218,2764,2764
569,3.60811E+11,3.60811E+11,1217,5874,5874
570,3.6085E+11,3.6085E+11,1214,6376,6376
571,3.6061E+11,3.6061E+11,1213,3734,3621
572,3.6061E+11,3.6061E+11,1213,3311,4486
573,3.60811E+11,3.60811E+11,1212,5600,5599
574,3.6047E+11,3.6047E+11,1210,2085,2085
575,3.60471E+11,3.60471E+11,1207,3176,3176
576,3.60471E+11,3.60471E+11,1195,3060,3060
577,3.6061E+11,3.6061E+11,1194,3661,3662
578,3.6047E+11,3.6047E+11,1190,1991,1991
579,3.60811E+11,3.60811E+11,1189,5831,5831
580,3.6085E+11,3.6085E+11,1189,6557,6557
581,3.6081E+11,3.6081E+11,1188,4862,4861
582,3.6061E+11,3.6061E+11,1187,3734,3780
583,3.6061E+11,3.6061E+11,1183,3697,3698
584,3.6047E+11,3.6047E+11,1180,1225,1183
585,3.60811E+11,3.60811E+11,1180,5879,5879
586,3.6061E+11,3.6061E+11,1178,3779,3755
587,3.6047E+11,3.6047E+11,1176,2058,2058
588,3.6081E+11,3.6081E+11,1176,4742,4742
589,3.6085E+11,3.6085E+11,1172,6302,6302
590,3.6081E+11,3.6081E+11,1172,5031,5031
591,3.6085E+11,3.6085E+11,1171,6317,6317
592,3.6047E+11,3.6047E+11,1171,2044,2040
593,3.6081E+11,3.6081E+11,1170,4523,4523
594,3.6061E+11,3.6061E+11,1169,3813,3780
595,3.60811E+11,3.60811E+11,1168,5529,5529
596,3.60811E+11,3.60811E+11,1167,5864,5864
597,3.60811E+11,3.60811E+11,1167,5691,5691
598,3.6061E+11,3.6061E+11,1165,3726,3726
599,3.6047E+11,3.6047E+11,1162,1268,1268
600,3.6061E+11,3.6061E+11,1161,4479,3326
601,3.6085E+11,3.6085E+11,1160,6393,6393
602,3.6061E+11,3.6061E+11,1158,3893,3730
603,3.6085E+11,3.6085E+11,1157,6573,6573
604,3.6085E+11,3.6085E+11,1157,6350,6350
605,3.6085E+11,3.6085E+11,1156,6400,6400
606,3.6085E+11,3.6085E+11,1155,6404,6404
607,3.6085E+11,3.6085E+11,1154,6566,6555
608,3.60471E+11,3.60471E+11,1154,2744,2744
609,3.6047E+11,3.6047E+11,1152,1409,1409
610,3.6005E+11,3.6005E+11,1152,683,683
611,3.6081E+11,3.6081E+11,1152,4542,4521
612,3.6061E+11,3.6061E+11,1150,3779,3676
613,3.60471E+11,3.60471E+11,1149,2713,2713
614,3.6061E+11,3.6061E+11,1149,3700,3699
615,3.6085E+11,3.6085E+11,1148,6465,6465
616,3.6081E+11,3.6081E+11,1147,5275,5275
617,3.6047E+11,3.6047E+11,1146,1206,1206
618,3.60811E+11,3.60811E+11,1145,6172,6172
619,3.60811E+11,3.60811E+11,1144,5893,5893
620,3.6061E+11,3.6061E+11,1143,3756,3739
621,3.60811E+11,3.60811E+11,1142,5599,5598
622,3.6047E+11,3.6047E+11,1142,1423,1423
623,3.60812E+11,3.60812E+11,1142,6202,6202
624,3.6085E+11,3.6085E+11,1142,6395,6395
625,3.6085E+11,3.6085E+11,1141,6531,6531
626,3.60811E+11,3.60811E+11,1136,6131,6131
627,3.6085E+11,3.6085E+11,1135,6558,6558
628,3.6005E+11,3.6005E+11,1133,214,214
629,3.6081E+11,3.6081E+11,1132,4883,4883
630,3.6061E+11,3.6061E+11,1132,3357,3357
631,3.6047E+11,3.6047E+11,1130,1183,1225
632,3.6085E+11,3.6085E+11,1129,6478,6478
633,3.60471E+11,3.60471E+11,1129,2776,2776
634,3.6061E+11,3.6061E+11,1128,4268,4268
635,3.60811E+11,3.60811E+11,1128,6097,6097
636,3.6005E+11,3.6005E+11,1127,418,418
637,3.60471E+11,3.60471E+11,1124,3268,3268
638,3.60811E+11,3.60811E+11,1124,6184,6184
639,3.6081E+11,3.6081E+11,1123,4745,4745
640,3.60471E+11,3.60471E+11,1123,3041,3041
641,3.6061E+11,3.6061E+11,1122,3324,3326
642,3.6047E+11,3.6047E+11,1122,2379,2379
643,3.6047E+11,3.6047E+11,1122,1885,1890
644,3.6085E+11,3.6085E+11,1121,6452,6452
645,3.60812E+11,3.60812E+11,1121,6201,6201
646,3.6085E+11,3.6085E+11,1117,6423,6423
647,3.6047E+11,3.6047E+11,1117,1932,1932
648,3.6085E+11,3.6085E+11,1116,6250,6250
649,3.6061E+11,3.6061E+11,1115,3690,3693
650,3.60812E+11,3.60812E+11,1114,6205,6205
651,3.6085E+11,3.6085E+11,1112,6359,6359
652,3.60811E+11,3.60811E+11,1111,6153,6153
653,3.6085E+11,3.6085E+11,1110,6479,6479
654,3.6061E+11,3.6061E+11,1109,3406,3406
655,3.6061E+11,3.6061E+11,1106,3335,3335
656,3.60811E+11,3.60811E+11,1106,5854,5854
657,3.60812E+11,3.60812E+11,1106,6198,6198
658,3.6061E+11,3.6061E+11,1103,3359,3359
659,3.6085E+11,3.6085E+11,1103,6523,6543
660,3.6047E+11,3.6047E+11,1103,2115,2115
661,3.6047E+11,3.6047E+11,1101,1188,1183
662,3.6061E+11,3.6061E+11,1101,3695,3694
663,3.6081E+11,3.6081E+11,1100,4931,4931
664,3.6005E+11,3.6005E+11,1100,70,70
665,3.6061E+11,3.6061E+11,1098,3602,3602
666,3.60811E+11,3.60811E+11,1097,5681,5681
667,3.6085E+11,3.6085E+11,1097,6259,6259
668,3.6061E+11,3.6061E+11,1097,3675,3734
669,3.60811E+11,3.60811E+11,1096,5823,5823
670,3.6081E+11,3.6081E+11,1095,5268,5268
671,3.60471E+11,3.60471E+11,1094,2741,2770
672,3.6085E+11,3.6085E+11,1093,6580,6580
673,3.60811E+11,3.60811E+11,1092,6034,6034
674,3.6061E+11,3.6061E+11,1092,3325,3326
675,3.6061E+11,3.6061E+11,1092,3780,3734
676,3.6081E+11,3.6081E+11,1089,4622,4622
677,3.60471E+11,3.60471E+11,1086,2689,2691
678,3.6047E+11,3.6047E+11,1085,1183,1188
679,3.60811E+11,3.60811E+11,1085,5532,5532
680,3.6085E+11,3.6085E+11,1085,6387,6387
681,3.6047E+11,3.6047E+11,1084,1343,1343
682,3.6061E+11,3.6061E+11,1084,3584,3580
683,3.6061E+11,3.6061E+11,1083,3756,3782
684,3.6061E+11,3.6061E+11,1083,3480,3480
685,3.6061E+11,3.6061E+11,1083,4486,3279
686,3.6047E+11,3.6047E+11,1083,1183,1184
687,3.6005E+11,3.6005E+11,1082,622,622
688,3.6047E+11,3.6047E+11,1079,1472,1472
689,3.60811E+11,3.60811E+11,1079,5727,5727
690,3.6061E+11,3.6061E+11,1079,4401,4401
691,3.6061E+11,3.6061E+11,1079,3461,3463
692,3.60811E+11,3.60811E+11,1078,5725,5725
693,3.6085E+11,3.6085E+11,1076,6519,6519
694,3.60811E+11,3.60811E+11,1074,5827,5829
695,3.6085E+11,3.6085E+11,1074,6421,6421
696,3.60471E+11,3.60471E+11,1073,3123,3123
697,3.6061E+11,3.6061E+11,1072,4444,4444
698,3.6081E+11,3.6081E+11,1072,5092,5092
699,3.6061E+11,3.6061E+11,1071,3730,3893
700,3.6061E+11,3.6061E+11,1071,3281,3281
701,3.6081E+11,3.6081E+11,1070,4521,4542
702,3.6005E+11,3.6005E+11,1070,6,6
703,3.6085E+11,3.6085E+11,1066,6357,6357
704,3.6061E+11,3.6061E+11,1064,4267,4267
705,3.6061E+11,3.6061E+11,1064,3734,3675
706,3.60811E+11,3.60811E+11,1064,5838,5838
707,3.60811E+11,3.60811E+11,1063,5425,5425
708,3.60811E+11,3.60811E+11,1062,5890,5890
709,3.6081E+11,3.6081E+11,1060,4860,4860
710,3.6085E+11,3.6085E+11,1058,6313,6313
711,3.60471E+11,3.60471E+11,1057,2649,2649
712,3.60471E+11,3.60471E+11,1057,2783,2783
713,3.6085E+11,3.6085E+11,1057,6486,6486
714,3.6085E+11,3.6085E+11,1057,6532,6532
715,3.60811E+11,3.60811E+11,1056,5976,5976
716,3.6047E+11,3.6047E+11,1056,1860,1860
717,3.60811E+11,3.60811E+11,1055,5871,5871
718,3.6081E+11,3.6081E+11,1054,4713,4713
719,3.6005E+11,3.6005E+11,1053,304,304
720,3.60811E+11,3.60811E+11,1053,6154,6154
721,3.6085E+11,3.6085E+11,1053,6461,6461
722,3.60811E+11,3.60811E+11,1052,5711,5711
723,3.6061E+11,3.6061E+11,1051,3975,3975
724,3.6061E+11,3.6061E+11,1050,4208,4208
725,3.6081E+11,3.6081E+11,1050,4658,4658
726,3.6081E+11,3.6081E+11,1049,5205,5205
727,3.6047E+11,3.6047E+11,1049,1186,1186
728,3.6061E+11,3.6061E+11,1048,3761,3756
729,3.6085E+11,3.6085E+11,1048,6347,6347
730,3.6081E+11,3.6081E+11,1047,4786,4786
731,3.6005E+11,3.6005E+11,1046,391,391
732,3.60811E+11,3.60811E+11,1044,5689,5689
733,3.6061E+11,3.6061E+11,1040,3326,3324
734,3.6081E+11,3.6081E+11,1039,5209,5208
735,3.6061E+11,3.6061E+11,1039,3421,3407
736,3.6085E+11,3.6085E+11,1038,6352,6352
737,3.6081E+11,3.6081E+11,1037,4949,4949
738,3.60812E+11,3.60812E+11,1036,6193,6193
739,3.60471E+11,3.60471E+11,1035,2765,2765
740,3.6081E+11,3.6081E+11,1034,4585,4585
741,3.6005E+11,3.6005E+11,1030,233,233
742,3.60811E+11,3.60811E+11,1030,6160,6160
743,3.6085E+11,3.6085E+11,1029,6407,6407
744,3.6005E+11,3.6005E+11,1028,409,417
745,3.60811E+11,3.60811E+11,1028,5627,5627
746,3.60811E+11,3.60811E+11,1028,5974,5974
747,3.6005E+11,3.6005E+11,1027,13,15
748,3.60811E+11,3.60811E+11,1027,6187,6187
749,3.6085E+11,3.6085E+11,1027,6356,6356
750,3.6047E+11,3.6047E+11,1026,2075,2075
751,3.6061E+11,3.6061E+11,1026,4379,4402
752,3.6005E+11,3.6005E+11,1026,487,105
753,3.6081E+11,3.6081E+11,1026,5196,5196
754,3.6085E+11,3.6085E+11,1026,6315,6315
755,3.6061E+11,3.6061E+11,1024,3710,3710
756,3.6047E+11,3.6047E+11,1024,1237,1237
757,3.6061E+11,3.6061E+11,1022,4465,4465
758,3.60471E+11,3.60471E+11,1021,2691,2689
759,3.6061E+11,3.6061E+11,1021,3735,3735
760,3.6061E+11,3.6061E+11,1019,3313,3321
761,3.60471E+11,3.60471E+11,1019,3141,3140
762,3.6061E+11,3.6061E+11,1019,3621,3584
763,3.6061E+11,3.6061E+11,1019,3675,3671
764,3.6061E+11,3.6061E+11,1018,3324,3311
765,3.6061E+11,3.6061E+11,1016,3696,3727
766,3.6061E+11,3.6061E+11,1015,3744,3740
767,3.60811E+11,3.60811E+11,1015,5912,5912
768,3.6005E+11,3.6005E+11,1015,15,13
769,3.60811E+11,3.60811E+11,1014,6100,6100
770,3.60811E+11,3.60811E+11,1014,5835,5808
771,3.6081E+11,3.6081E+11,1014,5208,4900
772,3.6005E+11,3.6005E+11,1014,654,654
773,3.6061E+11,3.6061E+11,1013,3471,3461
774,3.60811E+11,3.60811E+11,1012,5538,5538
775,3.6061E+11,3.6061E+11,1011,3471,3463
776,3.6061E+11,3.6061E+11,1008,3694,3695
777,3.60811E+11,3.60811E+11,1008,5397,5397
778,3.6081E+11,3.6081E+11,1007,5229,5229
779,3.60811E+11,3.60811E+11,1007,6125,6125
780,3.6005E+11,3.6005E+11,1007,486,487
781,3.6061E+11,3.6061E+11,1005,3862,3862
782,3.6061E+11,3.6061E+11,1004,3739,3744
783,3.60812E+11,3.60812E+11,1004,6196,6196
784,3.6081E+11,3.6081E+11,1004,4943,4943
785,3.60811E+11,3.60811E+11,1004,5530,5530
786,3.6061E+11,3.6061E+11,1003,3323,4484
787,3.60811E+11,3.60811E+11,1003,6146,6146
788,3.60471E+11,3.60471E+11,1003,2680,2680
789,3.60471E+11,3.60471E+11,1003,2626,2626
790,3.60811E+11,3.60811E+11,1002,5936,5936
791,3.6047E+11,3.6047E+11,1002,1183,1181
792,3.6061E+11,3.6061E+11,1002,3814,3813
793,3.6061E+11,3.6085E+11,1001,3311,6249
794,3.6081E+11,3.6081E+11,1001,5033,5033
795,3.6081E+11,3.6081E+11,1000,5217,5217
796,3.6081E+11,3.6081E+11,1000,4677,4677
797,3.6047E+11,3.6047E+11,999,1896,1896
798,3.60471E+11,3.60471E+11,999,2536,2536
799,3.6061E+11,3.6061E+11,998,3676,3675
800,3.60811E+11,3.60811E+11,997,5914,5914
801,3.6085E+11,3.6085E+11,996,6391,6391
802,3.6061E+11,3.6061E+11,996,3672,3671
803,3.6005E+11,3.6005E+11,995,623,623
804,3.6081E+11,3.6081E+11,995,4767,4767
805,3.6061E+11,3.6061E+11,995,3584,3621
806,3.6061E+11,3.6061E+11,994,3662,3661
807,3.6061E+11,3.6061E+11,994,3780,3813
808,3.6061E+11,3.6061E+11,993,3698,3697
809,3.6061E+11,3.6061E+11,992,3378,3378
810,3.6081E+11,3.6081E+11,991,4851,4807
811,3.60471E+11,3.60471E+11,991,2686,2686
812,3.60811E+11,3.60811E+11,990,5876,5876
813,3.6085E+11,3.6085E+11,987,6326,6326
814,3.6061E+11,3.6061E+11,986,3761,3761
815,3.6061E+11,3.6061E+11,986,3463,3421
816,3.60812E+11,3.60812E+11,986,6204,6204
817,3.6005E+11,3.6005E+11,985,121,381
818,3.6047E+11,3.6047E+11,985,2328,2328
819,3.60811E+11,3.60811E+11,984,5758,5758
820,3.6047E+11,3.6047E+11,983,2086,2086
821,3.6081E+11,3.6081E+11,982,5040,5040
822,3.6061E+11,3.6061E+11,982,3676,3671
823,3.6085E+11,3.6085E+11,981,6415,6415
824,3.6085E+11,3.6085E+11,981,6383,6383
825,3.6047E+11,3.6047E+11,978,1409,1328
826,3.6005E+11,3.6005E+11,976,333,333
827,3.6081E+11,3.6081E+11,976,4561,4561
828,3.6081E+11,3.6081E+11,975,5079,5079
829,3.6061E+11,3.6061E+11,975,3861,3861
830,3.6061E+11,3.6061E+11,973,3326,3325
831,3.60811E+11,3.60811E+11,973,5598,5599
832,3.6081E+11,3.6081E+11,973,5156,5156
833,3.6081E+11,3.6081E+11,972,5302,5302
834,3.60811E+11,3.60811E+11,972,5829,5827
835,3.6061E+11,3.6061E+11,971,3332,3332
836,3.6081E+11,3.6081E+11,971,4944,4944
837,3.6005E+11,3.6005E+11,971,206,206
838,3.6061E+11,3.6061E+11,971,3451,3471
839,3.6061E+11,3.6061E+11,969,3326,3358
840,3.60471E+11,3.60471E+11,969,2770,2773
841,3.6085E+11,3.6085E+11,968,6340,6340
842,3.60471E+11,3.60471E+11,967,3140,3141
843,3.6081E+11,3.6081E+11,965,4691,4691
844,3.60811E+11,3.60811E+11,960,5428,5428
845,3.60811E+11,3.60811E+11,960,5478,5478
846,3.6085E+11,3.6085E+11,959,6480,6480
847,3.6061E+11,3.6061E+11,957,3730,3701
848,3.6085E+11,3.6085E+11,957,6441,6441
849,3.6061E+11,3.6061E+11,956,3756,3761
850,3.6061E+11,3.6061E+11,955,3323,3311
851,3.60471E+11,3.60471E+11,953,2685,2685
852,3.6085E+11,3.6085E+11,952,6353,6353
853,3.6047E+11,3.6047E+11,952,1342,1342
854,3.6005E+11,3.6005E+11,951,1148,1148
855,3.6081E+11,3.6081E+11,950,5073,5088
856,3.6081E+11,3.6081E+11,950,5077,5077
857,3.6081E+11,3.6081E+11,950,5293,5293
858,3.60471E+11,3.60471E+11,949,2892,2892
859,3.6085E+11,3.6085E+11,947,6425,6425
860,3.60471E+11,3.60471E+11,947,3019,3019
861,3.6061E+11,3.6061E+11,946,3509,3509
862,3.60811E+11,3.60811E+11,945,6065,6065
863,3.6061E+11,3.6061E+11,945,3675,3676
864,3.6081E+11,3.6081E+11,944,5039,5039
865,3.6061E+11,3.6061E+11,944,3479,3480
866,3.60811E+11,3.60811E+11,942,5523,5523
867,3.60811E+11,3.60811E+11,941,5712,5712
868,3.60811E+11,3.60811E+11,940,6122,6122
869,3.6085E+11,3.6085E+11,940,6475,6475
870,3.6047E+11,3.6047E+11,940,1469,1469
871,3.6081E+11,3.6081E+11,939,4732,4732
872,3.6061E+11,3.6061E+11,939,3471,3451
873,3.6081E+11,3.6081E+11,938,5246,5246
874,3.60811E+11,3.60811E+11,936,5892,5892
875,3.6081E+11,3.6081E+11,935,4629,4629
876,3.60811E+11,3.60811E+11,935,6179,6179
877,3.6047E+11,3.6047E+11,934,1945,1945
878,3.60811E+11,3.60811E+11,934,5861,5861
879,3.6061E+11,3.6061E+11,931,3302,3302
880,3.60811E+11,3.60811E+11,930,5828,5828
881,3.6061E+11,3.6061E+11,930,3696,3673
882,3.60471E+11,3.60471E+11,930,2770,2744
883,3.6061E+11,3.6061E+11,928,3699,3700
884,3.6005E+11,3.6005E+11,928,487,487
885,3.60471E+11,3.60471E+11,928,2564,2564
886,3.6061E+11,3.6061E+11,928,3697,3694
887,3.60811E+11,3.60811E+11,928,6124,6124
888,3.6047E+11,3.6047E+11,928,1178,1178
889,3.6085E+11,3.6085E+11,927,6371,6371
890,3.6081E+11,3.6081E+11,926,5054,5054
891,3.6081E+11,3.6081E+11,926,5286,5286
892,3.60471E+11,3.60471E+11,926,2667,2667
893,3.6005E+11,3.6005E+11,925,663,663
894,3.6081E+11,3.6081E+11,924,4912,4912
895,3.6047E+11,3.6047E+11,924,1181,1183
896,3.6081E+11,3.6081E+11,924,4863,4863
897,3.6047E+11,3.6047E+11,922,1328,1328
898,3.6047E+11,3.6047E+11,921,1563,1563
899,3.6061E+11,3.6061E+11,921,3694,3697
900,3.6085E+11,3.6085E+11,921,6561,6561
901,3.60811E+11,3.60811E+11,921,5370,5370
902,3.6085E+11,3.6085E+11,920,6440,6440
903,3.6061E+11,3.6061E+11,920,4140,4140
904,3.6061E+11,3.6061E+11,918,3779,3814
905,3.60811E+11,3.60811E+11,917,5600,5600
906,3.6005E+11,3.6005E+11,917,104,104
907,3.6061E+11,3.6061E+11,917,3463,3461
908,3.60811E+11,3.60811E+11,916,5648,5648
909,3.6005E+11,3.6005E+11,916,488,488
910,3.60471E+11,3.60471E+11,916,3049,3049
911,3.6005E+11,3.6005E+11,912,684,684
912,3.6047E+11,3.6047E+11,911,1407,1407
913,3.60811E+11,3.60811E+11,911,5716,5716
914,3.6061E+11,3.6061E+11,909,3739,3761
915,3.60811E+11,3.60811E+11,908,5695,5695
916,3.60811E+11,3.60811E+11,908,6136,6136
917,3.6085E+11,3.6085E+11,908,6552,6552
918,3.6005E+11,3.6005E+11,908,1152,1152
919,3.60811E+11,3.60811E+11,908,6141,6141
920,3.6061E+11,3.6061E+11,907,3793,3793
921,3.6005E+11,3.6005E+11,907,129,129
922,3.6005E+11,3.6005E+11,906,915,915
923,3.60471E+11,3.60471E+11,906,2990,2990
924,3.6061E+11,3.6061E+11,906,3728,3728
925,3.6081E+11,3.6081E+11,906,5266,5268
926,3.60471E+11,3.60471E+11,905,3085,3085
927,3.60811E+11,3.60811E+11,905,5902,5902
928,3.6047E+11,3.6047E+11,904,1861,1861
929,3.60811E+11,3.60811E+11,904,5847,5847
930,3.60811E+11,3.60811E+11,903,5827,5812
931,3.6061E+11,3.6061E+11,903,3780,3782
932,3.6061E+11,3.6061E+11,903,3729,3740
933,3.6081E+11,3.6081E+11,902,4905,4905
934,3.6047E+11,3.6047E+11,901,1217,1217
935,3.6061E+11,3.6061E+11,901,3580,3580
936,3.6085E+11,3.6085E+11,900,6295,6295
937,3.6081E+11,3.6081E+11,900,4522,4521
938,3.6005E+11,3.6005E+11,900,43,43
939,3.6061E+11,3.6061E+11,900,4169,4169
940,3.6005E+11,3.6005E+11,899,872,872
941,3.6005E+11,3.6005E+11,898,105,824
942,3.6085E+11,3.6085E+11,898,6473,6473
943,3.60471E+11,3.60471E+11,898,2810,2810
944,3.6047E+11,3.6047E+11,898,1929,1929
945,3.6081E+11,3.6081E+11,897,5088,5073
946,3.6061E+11,3.6061E+11,896,4190,4190
947,3.6061E+11,3.6061E+11,896,4201,4201
948,3.6061E+11,3.6061E+11,895,3701,3730
949,3.6085E+11,3.6085E+11,894,6258,6258
950,3.6061E+11,3.6061E+11,894,3671,3676
951,3.6061E+11,3.6061E+11,893,3407,3406
952,3.6085E+11,3.6085E+11,893,6543,6523
953,3.60471E+11,3.60471E+11,891,2698,2698
954,3.6085E+11,3.6085E+11,891,6472,6472
955,3.6081E+11,3.6081E+11,891,5161,5161
956,3.60471E+11,3.60471E+11,890,2839,2839
957,3.6047E+11,3.6047E+11,889,1639,1639
958,3.60811E+11,3.60811E+11,889,5683,5683
959,3.6047E+11,3.6047E+11,889,1923,1923
960,3.6085E+11,3.6085E+11,889,6588,6588
961,3.60471E+11,3.60471E+11,888,2474,2474
962,3.6061E+11,3.6061E+11,888,3291,3291
963,3.6085E+11,3.6085E+11,888,6338,6338
964,3.6047E+11,3.6047E+11,888,1890,1922
965,3.6005E+11,3.6005E+11,888,284,273
966,3.6085E+11,3.6085E+11,887,6311,6311
967,3.6061E+11,3.6061E+11,887,3313,3313
968,3.6081E+11,3.6081E+11,887,4669,4669
969,3.6047E+11,3.6047E+11,887,2084,2084
970,3.60811E+11,3.60811E+11,885,5808,5835
971,3.6081E+11,3.6081E+11,885,5187,5187
972,3.6047E+11,3.6047E+11,884,2144,2144
973,3.6081E+11,3.6081E+11,884,4910,4910
974,3.6085E+11,3.6085E+11,884,6456,6456
975,3.60471E+11,3.60471E+11,883,2574,2574
976,3.6005E+11,3.6005E+11,883,202,226
977,3.60811E+11,3.60811E+11,883,5880,5880
978,3.60811E+11,3.60811E+11,882,6102,6102
979,3.6081E+11,3.6081E+11,882,5019,5019
980,3.60471E+11,3.60471E+11,882,2701,2701
981,3.6061E+11,3.6061E+11,881,3761,3739
982,3.6047E+11,3.6047E+11,881,1828,1828
983,3.6081E+11,3.6081E+11,880,4894,4894
984,3.6005E+11,3.6005E+11,880,1123,1123
985,3.6061E+11,3.6061E+11,879,3279,4486
986,3.6047E+11,3.6047E+11,879,1187,1187
987,3.6081E+11,3.6081E+11,879,4930,4930
988,3.6085E+11,3.6085E+11,878,6564,6564
989,3.6061E+11,3.6061E+11,878,3813,3814
990,3.6047E+11,3.6047E+11,878,1270,1270
991,3.6047E+11,3.6047E+11,878,1258,1258
992,3.60471E+11,3.60471E+11,876,2704,2704
993,3.6061E+11,3.6061E+11,876,4478,4390
994,3.6081E+11,3.6081E+11,876,4853,4853
995,3.60471E+11,3.60471E+11,876,2586,2586
996,3.60811E+11,3.60811E+11,876,5884,5885
997,3.6081E+11,3.6081E+11,875,5087,5087
998,3.6061E+11,3.6061E+11,875,3620,3615
999,3.60811E+11,3.60811E+11,875,5867,5867
1000,3.6085E+11,3.6085E+11,874,6538,6538
1001,3.60471E+11,3.60471E+11,873,2770,2741
1002,3.60811E+11,3.60811E+11,872,5543,5543
1003,3.60471E+11,3.60471E+11,871,2643,2643
1004,3.60471E+11,3.60471E+11,871,2772,2772
1005,3.6047E+11,3.6047E+11,871,1184,1183
1006,3.6047E+11,3.6047E+11,871,1197,1163
1007,3.6081E+11,3.6081E+11,870,5276,5276
1008,3.6047E+11,3.6047E+11,869,1819,1819
1009,3.60811E+11,3.60811E+11,869,5357,5357
1010,3.6081E+11,3.6081E+11,869,4900,5208
1011,3.6085E+11,3.6085E+11,869,6274,6274
1012,3.6005E+11,3.6005E+11,869,327,327
1013,3.6081E+11,3.6081E+11,868,4549,4549
1014,3.6047E+11,3.6047E+11,866,1216,1225
1015,3.6061E+11,3.6061E+11,864,3444,3444
1016,3.6047E+11,3.6047E+11,864,1548,1548
1017,3.6061E+11,3.6061E+11,863,3675,3620
1018,3.6061E+11,3.6061E+11,863,3584,3734
1019,3.6005E+11,3.6005E+11,863,318,318
1020,3.6081E+11,3.6081E+11,863,4855,4855
1021,3.6085E+11,3.6085E+11,862,6351,6351
1022,3.6047E+11,3.6047E+11,862,1903,1903
1023,3.6081E+11,3.6081E+11,862,5009,5009
1024,3.6047E+11,3.6047E+11,860,2097,2097
1025,3.6085E+11,3.6085E+11,860,6422,6422
1026,3.6047E+11,3.6047E+11,859,1395,1395
1027,3.6061E+11,3.6061E+11,859,3800,3800
1028,3.6085E+11,3.6085E+11,859,6316,6316
1029,3.6085E+11,3.6085E+11,859,6467,6467
1030,3.6061E+11,3.6061E+11,859,3430,3430
1031,3.6061E+11,3.6061E+11,858,4029,4029
1032,3.6085E+11,3.6085E+11,858,6555,6566
1033,3.6005E+11,3.6005E+11,858,214,227
1034,3.6061E+11,3.6061E+11,857,3671,3672
1035,3.60471E+11,3.60471E+11,857,2567,2567
1036,3.6061E+11,3.6061E+11,856,3673,3696
1037,3.60811E+11,3.60811E+11,855,5891,5891
1038,3.6085E+11,3.6085E+11,855,6328,6328
1039,3.60811E+11,3.60811E+11,854,5804,5804
1040,3.6061E+11,3.6061E+11,854,3418,3418
1041,3.60812E+11,3.60812E+11,852,6243,6243
1042,3.6047E+11,3.6047E+11,852,1885,1885
1043,3.60811E+11,3.60811E+11,852,6155,6155
1044,3.6061E+11,3.6061E+11,852,4482,4482
1045,3.6047E+11,3.6047E+11,852,1530,1525
1046,3.6061E+11,3.6061E+11,850,4349,4349
1047,3.60811E+11,3.60811E+11,850,5842,5842
1048,3.6005E+11,3.6005E+11,850,417,409
1049,3.6085E+11,3.6085E+11,849,6331,6331
1050,3.6085E+11,3.6085E+11,849,6471,6471
1051,3.6061E+11,3.6061E+11,849,3330,3330
1052,3.60811E+11,3.60811E+11,849,5552,5552
1053,3.60471E+11,3.60471E+11,848,3064,3064
1054,3.6005E+11,3.6005E+11,847,120,381
1055,3.60811E+11,3.60811E+11,846,5857,5857
1056,3.6081E+11,3.6081E+11,846,4744,4744
1057,3.6061E+11,3.6061E+11,846,3728,3693
1058,3.6061E+11,3.6061E+11,845,3740,3734
1059,3.6081E+11,3.6081E+11,845,5075,5075
1060,3.6047E+11,3.6047E+11,844,2176,2176
1061,3.60811E+11,3.60811E+11,844,6014,6014
1062,3.60471E+11,3.60471E+11,844,2745,2745
1063,3.6047E+11,3.6047E+11,843,2081,2081
1064,3.6081E+11,3.6081E+11,843,4581,4581
1065,3.6081E+11,3.6081E+11,842,5068,5068
1066,3.6061E+11,3.6061E+11,842,3659,3659
1067,3.60471E+11,3.60471E+11,842,2870,2870
1068,3.60811E+11,3.60811E+11,842,5933,5933
1069,3.6061E+11,3.6061E+11,841,3782,3756
1070,3.6005E+11,3.6005E+11,841,479,479
1071,3.6047E+11,3.6047E+11,840,2002,2002
1072,3.6085E+11,3.6085E+11,840,6293,6293
1073,3.6047E+11,3.6047E+11,840,1890,1885
1074,3.6005E+11,3.6005E+11,839,91,91
